City,Column,Old,New
Corfu,Hood 1 High-end Hotel,Siora Vittoria Boutique Hotel,Bella Venezia
Corfu,Hood 1 Mid-range Hotel,Bella Venezia Hotel,Siorra Vittoria Boutique Hotel
Corfu,Hood 1 Budget Hotel,Hermes Hotel,Konstantinoupolis
Corfu,Hood 2 High-end Hotel,Cavalieri Hotel,Corfu Palace Hotel
Corfu,Hood 2 Mid-range Hotel,Arcadion Hotel,Mon Repos Palace
Corfu,Hood 2 Budget Hotel,Konstantinoupolis Hotel,Bretagne Hotel
Corfu,Hood 3 Budget Hotel,Royal Boutique Hotel,The Royal Hotel
Corfu,Hood 4 High-end Hotel,Corfu Mare Hotel,Corfu Mare Boutique Hotel
Corfu,Hood 4 Budget Hotel,Hotel Astron,Atlantis Hotel
Corfu,Hood 5 Budget Hotel,Hotel Nafsika,Silver Bay Hotel
Corfu,Landmark 4 Photo File,,images/landmarks/corfu-vlacherna-monastery-and-pontikonisi.webp
Corfu,Landmark 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Islet_of_Pontikonisi_and_Vlacherna_Monastery_-_Corfu_-_Ionian_Islands_-_Greece_-_4_Sept._2012.jpg
Corfu,Food 1 Photo File,,images/food/pastitsada.webp
Corfu,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pita_giros.JPG
Corfu,Food 2 Photo File,,images/food/sofrito.webp
Corfu,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Sofrito.jpg
Corfu,Food 3 Photo File,,images/food/bourdeto.webp
Corfu,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:20240510_172147_Corfu_RestaurantMeGusto_Bourdeto_anagoria.jpg
Corfu,Food 4 Photo File,,images/food/bianco.webp
Corfu,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Ossobuco.jpg
Corfu,Food 5 Photo File,,images/food/kumquat-spoon-sweets.webp
Corfu,Food 5 Photo Credit,,https://www.flickr.com/photos/10559879@N00/5053727327
Corfu,Food 6 Photo File,,images/food/kumquat-liqueur.webp
Corfu,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Kumquat_from_Spain.jpg
Corfu,Food 7 Photo File,,images/food/tsitsibira.webp
Corfu,Food 7 Photo Credit,,https://www.flickr.com/photos/39160147@N03/14600611342
Cork,Food 1 Photo File,,images/food/cork-buttered-eggs.webp
Cork,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Gnocchi_di_ricotta_burro_e_salvia.jpg
Cork,Food 2 Photo File,,images/food/tripe-and-drisheen.webp
Cork,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Trippa.jpg
Cork,Food 3 Photo File,,images/food/cork-spiced-beef.webp
Cork,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Cooked_corned_beef.JPG
Cork,Food 4 Photo File,,images/food/blaas-and-cork-sourdough-breads.webp
Cork,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Waterford_Blaa%2C_bla_or_blah_%28bread_of_Ireland%29.jpg
Cork,Food 5 Photo File,,images/food/west-cork-seafood-chowder.webp
Cork,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Irish_Beef_Stew_%2834046928633%29.jpg
Cork,Food 6 Photo File,,images/food/full-irish-with-clonakilty-pudding.webp
Cork,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Stornoway_Black_Pudding.jpg
Cork,Food 7 Photo File,,images/food/murphy-s-irish-stout.webp
Cork,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Jamaican_Irish_Moss_drink_-_in_can_and_over_ice.jpg
Cork,Food 8 Photo File,,images/food/barry-s-tea.webp
Cork,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Honest_Tea_Bethesda_Ave_Bethesda_MD_2008-02-08_17-22-42.jpg
Coron,Food 1 Photo File,,images/food/kinilaw-na-tanigue.webp
Coron,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Kinilaw_of_Northern_Mindanao.jpg
Coron,Food 2 Photo File,,images/food/inihaw-na-isda.webp
Coron,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Puso_and_BBQ_Feast_-_Chicken_Skin%2C_Pork_Belly%2C_Chicken_Liver_and_Intestines.jpg
Coron,Food 3 Photo File,,images/food/lobster-and-chilli-crab.webp
Coron,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mariscada.jpg
Coron,Food 4 Photo File,,images/food/tamilok.webp
Coron,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Philippine_Food.jpg
Coron,Food 5 Photo File,,images/food/lato-seaweed-salad.webp
Coron,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:El_Coyote_Market_%26_Deli_-_February_2023_-_Sarah_Stierch_02.jpg
Coron,Food 6 Photo File,,images/food/sinigang-na-isda.webp
Coron,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:The_Best_Sinigang_Cuisine.jpg
Coron,Food 7 Photo File,,images/food/buko-juice.webp
Coron,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Young_Coconut_Drink.jpg
Coron,Food 8 Photo File,,images/food/tuba-and-lambanog.webp
Coron,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Common_alcoholic_beverages.jpg
Cortina d'Ampezzo,Hood 2 Vibe,sights,quiet
Cortina d'Ampezzo,Hood 3 Vibe,sights,quiet
Cortina d'Ampezzo,Hood 3 Budget Hotel,Alpine boutique stays,
Cortina d'Ampezzo,Hood 4 Name,Cinque Torri,
Cortina d'Ampezzo,Hood 4 Vibe,sights,
Cortina d'Ampezzo,Hood 4 Description,"A striking rock formation area southwest of town, popular for via ferrata climbing and WWI history.",
Cortina d'Ampezzo,Hood 4 Landmark,The Cinque Torri via ferrata and WWI trenches,
Cortina d'Ampezzo,Hood 4 Map Link,https://www.google.com/maps/search/?api=1&query=Cinque%20Torri%2C%20Cortina%20d%27Ampezzo,
Cortina d'Ampezzo,Hood 4 High-end Hotel,Cinque Torri mountain refuges,
Cortina d'Ampezzo,Hood 4 Mid-range Hotel,Via ferrata-access lodges,
Cortina d'Ampezzo,Hood 4 Budget Hotel,Rock formation-view guesthouses,
Cortina d'Ampezzo,Hood 5 Name,Passo Falzarego,
Cortina d'Ampezzo,Hood 5 Vibe,quiet,
Cortina d'Ampezzo,Hood 5 Description,"A high mountain pass west of town with cable car access and refuges, a gateway to more remote Dolomite trails.",
Cortina d'Ampezzo,Hood 5 Landmark,Passo Falzarego's mountain pass and cable car,
Cortina d'Ampezzo,Hood 5 Map Link,https://www.google.com/maps/search/?api=1&query=Passo%20Falzarego%2C%20Cortina%20d%27Ampezzo,
Cortina d'Ampezzo,Hood 5 High-end Hotel,Passo Falzarego refuges,
Cortina d'Ampezzo,Hood 5 Mid-range Hotel,Mountain pass guesthouses,
Cortina d'Ampezzo,Hood 5 Budget Hotel,Remote alpine lodges,
Cortina d'Ampezzo,Food 1 Photo File,,images/food/casunziei-all-ampezzana.webp
Cortina d'Ampezzo,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Casunziei_alle_rape_rosse_al_rifugio_Venezia_cropped.jpg
Cortina d'Ampezzo,Food 2 Photo File,,images/food/canederli.webp
Cortina d'Ampezzo,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Kn%C3%B6delschneem%C3%A4nner_1.jpg
Cortina d'Ampezzo,Food 3 Photo File,,images/food/polenta-with-mountain-cheese.webp
Cortina d'Ampezzo,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Spaghetti_vongole_2.jpg
Cortina d'Ampezzo,Food 4 Photo File,,images/food/zuppa-d-orzo.webp
Cortina d'Ampezzo,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Spaghetti_vongole_2.jpg
Cortina d'Ampezzo,Food 5 Photo File,,images/food/cervo-and-goulash.webp
Cortina d'Ampezzo,Food 5 Photo Credit,,https://www.flickr.com/photos/89836183@N02/8234596047
Cortina d'Ampezzo,Food 6 Photo File,,images/food/strudel-di-mele.webp
Cortina d'Ampezzo,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Strudel.jpg
Cortina d'Ampezzo,Food 7 Photo File,,images/food/bombardino.webp
Cortina d'Ampezzo,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Bombardino.jpg
Cortina d'Ampezzo,Food 8 Photo File,,images/food/alpine-wines-and-grappa.webp
Cortina d'Ampezzo,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Midwest_hard_cider.jpg
Cotonou,Food 1 Photo File,,images/food/amiwo.webp
Cotonou,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Un_plats_d%27amiwo_au_poisson_au_benin.jpg
Cotonou,Food 2 Photo File,,images/food/akassa-with-fried-fish.webp
Cotonou,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Ab_food_06.jpg
Cotonou,Food 3 Photo File,,images/food/ablo.webp
Cotonou,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Lunch_vendor.jpg
Cotonou,Food 4 Photo File,,images/food/atassi.webp
Cotonou,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Shakshuka_by_Calliopejen1.jpg
Cotonou,Food 5 Photo File,,images/food/wagasi-cheese.webp
Cotonou,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Marche-aux-puces-Lausanne-004.jpg
Cotonou,Food 6 Photo File,,images/food/grilled-barracuda.webp
Cotonou,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Fish_stuffed_with_Thai_herbs.jpg
Cotonou,Food 8 Photo File,,images/food/tchakpalo.webp
Cotonou,Food 8 Photo Credit,,https://www.flickr.com/photos/67975030@N00/8555773028
Cox's Bazar,Hood 1 High-end Hotel,Sayeman Beach Resort,Jol Torongo
Cox's Bazar,Hood 1 Mid-range Hotel,Hotel Sea Crown,Hotel Kollol By J & Z Group
Cox's Bazar,Hood 1 Budget Hotel,Hotel Sea Gull,Hotel Mishuk
Cox's Bazar,Hood 2 High-end Hotel,Ocean Paradise Hotel & Resort,Ramada by Wyndham Cox's Bazar Kolatoli Beach
Cox's Bazar,Hood 2 Mid-range Hotel,Long Beach Hotel Cox's Bazar,Ocean Paradise Hotel and Resort
Cox's Bazar,Hood 2 Budget Hotel,Hotel The Cox Today,Hotel Sea Crown
Cox's Bazar,Hood 3 High-end Hotel,Sea Palace Hotel,Seagull Hotel Ltd
Cox's Bazar,Hood 3 Mid-range Hotel,Hotel Kollol,Praasad Paradise
Cox's Bazar,Hood 3 Budget Hotel,Praasad Paradise,Hotel Bay Marina
Cox's Bazar,Hood 4 High-end Hotel,Royal Tulip Sea Pearl Beach Resort & Spa,Sea Pearl Beach Resort & Spa Cox's Bazar
Cox's Bazar,Hood 4 Mid-range Hotel,Mermaid Beach Resort,Inani Royal Resort
Cox's Bazar,Hood 4 Budget Hotel,Hotel Sea Gull,Hotel Inani Long Bay
Cox's Bazar,Hood 5 High-end Hotel,Royal Tulip Sea Pearl Beach Resort & Spa,Mermaid Beach Resort
Cox's Bazar,Hood 5 Mid-range Hotel,Mermaid Beach Resort,Mermaid Eco Resort
Cox's Bazar,Hood 5 Budget Hotel,Hotel Sea Crown,
Cox's Bazar,Food 1 Photo File,,images/food/rupchanda-fry.webp
Cox's Bazar,Food 1 Photo Credit,,https://www.flickr.com/photos/8787706@N04/3507025758
Cox's Bazar,Food 2 Photo File,,images/food/shutki-bhuna.webp
Cox's Bazar,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Panta_Ilish.jpg
Cox's Bazar,Food 3 Photo File,,images/food/mezbani-beef.webp
Cox's Bazar,Food 3 Photo Credit,,https://www.flickr.com/photos/45074090@N00/641533864
Cox's Bazar,Food 4 Photo File,,images/food/chingri-malaikari.webp
Cox's Bazar,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Gr%C3%B8ntsager_og_tigerrejer_i_r%C3%B8d_karry_%284477230448%29.jpg
Cox's Bazar,Food 5 Photo File,,images/food/grilled-seafood-platter.webp
Cox's Bazar,Food 5 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pupuplatter.jpg
Cox's Bazar,Food 6 Photo File,,images/food/rakhine-noodle-and-tea-leaf-salads.webp
Cox's Bazar,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Laphet_thoke.JPG
Cox's Bazar,Food 7 Photo File,,images/food/malai-cha.webp
Cox's Bazar,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Chai_In_Sakora.jpg
Cox's Bazar,Food 8 Photo File,,images/food/daab-green-coconut-water.webp
Cox's Bazar,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Sharbat.JPG
Cuenca,Food 1 Photo File,,images/food/hornado.webp
Cuenca,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Hornado.jpg
Cuenca,Food 2 Photo File,,images/food/mote-pillo.webp
Cuenca,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Mote-pillo.jpg
Cuenca,Food 3 Photo File,,images/food/cuy-asado.webp
Cuenca,Food 3 Photo Credit,,https://www.flickr.com/photos/26154298@N00/499183707
Cuenca,Food 4 Photo File,,images/food/humitas-and-tamales.webp
Cuenca,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Tamale_Oaxaque%C3%B1o.jpg
Cuenca,Food 5 Photo File,,images/food/cascaritas.webp
Cuenca,Food 5 Photo Credit,,https://www.flickr.com/photos/10559879@N00/417190340
Cuenca,Food 6 Photo File,,images/food/dulces-de-corpus.webp
Cuenca,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Huarache_de_pollo_en_salsa_roja.JPG
Cuenca,Food 7 Photo File,,images/food/canelazo.webp
Cuenca,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Canelazo.jpg
Cuiabá,Food 1 Photo File,,images/food/mojica-de-pintado.webp
Cuiabá,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Flavioandre_gastronomia_mujica_pintado_pocone_MT_%2840064796485%29.jpg
Cuiabá,Food 2 Photo File,,images/food/arroz-maria-isabel.webp
Cuiabá,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Bacalhau_desfiado_com_migas_e_grelos_%289374133341%29.jpg
Cuiabá,Food 3 Photo File,,images/food/farofa-de-banana.webp
Cuiabá,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:1130Banana_cue_Street_vendors_02.jpg
Cuiabá,Food 5 Photo File,,images/food/peixe-na-brasa-e-ventrecha-de-pacu.webp
Cuiabá,Food 5 Photo Credit,,https://www.flickr.com/photos/60417477@N00/5684999157
Cuiabá,Food 6 Photo File,,images/food/furrundu.webp
Cuiabá,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Feijoada_%C3%A0_brasileira_-02.jpg
Cuiabá,Food 8 Photo File,,images/food/terere.webp
Cuiabá,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Terere_%C3%B1ana.jpg
Cusco,Hood 2 High-end Hotel,Palacio Manco Capac - Hotel Ananay,Antigua Casona San Blas
Cusco,Hood 2 Mid-range Hotel,Antigua Casona San Blas,Atoq San Blas Hotel
Cusco,Hood 2 Budget Hotel,Kokopelli Hostel Cusco,Backpacker La Bo'M
Cusco,Hood 3 High-end Hotel,Tierra Viva Cusco Plaza,Terra Andina Colonial Mansion
Cusco,Hood 3 Mid-range Hotel,Hotel Munay Wasi,Quechua Hotel Cusco
Cusco,Hood 3 Budget Hotel,Wild Rover Cusco Hostel,Bear Packer Cusco
Cusco,Hood 4 High-end Hotel,Tierra Viva Cusco Saphi,Hilton Garden Inn Cusco
Cusco,Hood 4 Mid-range Hotel,Hostal Corihuasi,Tierra Viva Cusco Saphi Hotel
Cusco,Hood 4 Budget Hotel,Estrellita Hostel Cusco,Wild Rover Cusco
Cusco,Hood 5 High-end Hotel,Casa Andina Standard Cusco Koricancha,Hotel Warari
Cusco,Hood 5 Mid-range Hotel,Hotel Prisma,Waynapicchu Hotel
Cusco,Hood 5 Budget Hotel,Dragonfly Hostels Cusco,Hotel Wayra Dreams
Cusco,Food 1 Photo File,,images/food/cuy-al-horno.webp
Cusco,Food 1 Photo Credit,,https://www.flickr.com/photos/19451080@N00/2051853365
Cusco,Food 4 Photo File,,images/food/choclo-con-queso.webp
Cusco,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:Tamale_Oaxaque%C3%B1o.jpg
Cusco,Food 5 Photo File,,images/food/adobo-cusqueno.webp
Cusco,Food 5 Photo Credit,,https://www.flickr.com/photos/69131582@N00/3208978610
Cusco,Food 6 Photo File,,images/food/alpaca-steak-and-anticuchos.webp
Cusco,Food 6 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pates_p1150435.jpg
Cusco,Food 7 Photo File,,images/food/chicha-morada-and-chicha-de-jora.webp
Cusco,Food 7 Photo Credit,,https://commons.wikimedia.org/wiki/File:Chicha_morada_y_pisco_sour_20100704.JPG
Cusco,Food 8 Photo File,,images/food/pisco-sour.webp
Cusco,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Pisco_sour_20100613b.JPG
Cyangugu,Hood 1 Mid-range Hotel,Home Saint Jean,Essencia Kivu Hotel
Cyangugu,Hood 1 Budget Hotel,Peace Guest House,Hotel des Chutes
Cyangugu,Hood 2 High-end Hotel,Skyblue Hotel Rusizi,Rusizi Progress Hotel
Cyangugu,Hood 2 Mid-range Hotel,Hotel des Chutes,Gloria Motel
Cyangugu,Hood 2 Budget Hotel,Hotel du Lac Kivu,La Petite Isimbi
Cyangugu,Hood 3 High-end Hotel,Skyblue Hotel Rusizi,Mantis Kivu Marina Bay Hotel
Cyangugu,Hood 3 Mid-range Hotel,Hotel du Lac Kivu,Hotel Peace Guest House
Cyangugu,Hood 3 Budget Hotel,Peace Guest House,La Classe Hotel
Cyangugu,Hood 4 Name,Mururu,
Cyangugu,Hood 4 Description,"The sector at the Ruzizi I crossing where Rwanda meets Bukavu, with the border market, tea-country roads and lakeside views; a workaday frontier zone rather than a tourist strip.",
Cyangugu,Hood 4 Landmark,Ruzizi border Rwanda DRC,
Cyangugu,Hood 4 Map Link,https://www.google.com/maps/search/?api=1&query=Mururu%2C%20Cyangugu,
Cyangugu,Hood 4 High-end Hotel,Emeraude Kivu Resort,
Cyangugu,Hood 4 Mid-range Hotel,Home Saint Jean,
Cyangugu,Hood 4 Budget Hotel,Hotel des Chutes,
Cyangugu,Hood 5 Name,Nkombo Island,
Cyangugu,Hood 5 Vibe,quiet,
Cyangugu,Hood 5 Description,"Rwanda's inhabited island in Lake Kivu reached by boat from Cyangugu, with fishing villages, pottery and birdlife; a rustic, off-grid escape for travelers wanting local island life.",
Cyangugu,Hood 5 Landmark,Nkombo Island Lake Kivu Rwanda,
Cyangugu,Hood 5 Map Link,https://www.google.com/maps/search/?api=1&query=Nkombo%20Island%2C%20Cyangugu,
Cyangugu,Hood 5 High-end Hotel,Emeraude Kivu Resort,
Cyangugu,Hood 5 Mid-range Hotel,Home Saint Jean,
Cyangugu,Hood 5 Budget Hotel,Peace Guest House,
Cyangugu,Food 1 Photo File,,images/food/grilled-lake-kivu-tilapia.webp
Cyangugu,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Til%C3%A1pia_ou_Sarotherodon_niloticus_2.jpg
Cyangugu,Food 2 Photo File,,images/food/isambaza-fried-lake-sardines.webp
Cyangugu,Food 2 Photo Credit,,https://www.flickr.com/photos/85563234@N00/14489134254
Cyangugu,Food 3 Photo File,,images/food/brochettes.webp
Cyangugu,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:Wooden_skewers.jpg
Cyangugu,Food 4 Photo File,,images/food/isombe.webp
Cyangugu,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:ISOMBE.jpg
Cyangugu,Food 5 Photo File,,images/food/melange-buffet-with-ugali-and-beans.webp
Cyangugu,Food 5 Photo Credit,,https://www.flickr.com/photos/35747367@N00/1394029482
Cyangugu,Food 6 Photo File,,images/food/ibirayi-n-ibitoke-potatoes-and-plantain.webp
Cyangugu,Food 6 Photo Credit,,https://www.flickr.com/photos/32870650@N08/4044427356
Cyangugu,Food 7 Photo File,,images/food/kivu-belt-coffee.webp
Cyangugu,Food 7 Photo Credit,,https://www.rawpixel.com/image/5902433/photo-image-public-domain-wooden-coffee
Cyangugu,Food 8 Photo File,,images/food/rwandan-black-tea-icyayi.webp
Cyangugu,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:My_new_obsession_the_arnold_palmer%21%21%21_%285184944881%29.jpg
Córdoba,Food 1 Photo File,,images/food/salmorejo-cordobes.webp
Córdoba,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:Salmorejo_cordouan.JPG
Córdoba,Food 2 Photo File,,images/food/rabo-de-toro.webp
Córdoba,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Coda_alla_vaccinara-01.jpg
Córdoba,Food 3 Photo File,,images/food/flamenquin-cordobes.webp
Córdoba,Food 3 Photo Credit,,https://www.flickr.com/photos/24314126@N05/5830050797
Córdoba,Food 4 Photo File,,images/food/berenjenas-con-miel-de-cana.webp
Córdoba,Food 4 Photo Credit,,https://commons.wikimedia.org/wiki/File:VIGORON.JPG
Córdoba,Food 5 Photo File,,images/food/mazamorra-cordobesa.webp
Córdoba,Food 5 Photo Credit,,https://www.flickr.com/photos/59256189@N04/5596864072
Córdoba,Food 6 Photo File,,images/food/tortilla-de-patatas-and-taberna-tapas.webp
Córdoba,Food 6 Photo Credit,,https://www.flickr.com/photos/33598632@N00/3250585687
Córdoba,Food 7 Photo File,,images/food/montilla-moriles-fino.webp
Córdoba,Food 7 Photo Credit,,https://www.flickr.com/photos/49215102@N00/3469402373
Córdoba,Food 8 Photo File,,images/food/pedro-ximenez-sweet-wine.webp
Córdoba,Food 8 Photo Credit,,https://commons.wikimedia.org/wiki/File:Yquem99.jpg
Da Lat,Food 1 Photo File,,images/food/banh-trang-nuong.webp
Da Lat,Food 1 Photo Credit,,https://commons.wikimedia.org/wiki/File:B%C3%A1nh_tr%C3%A1ng_n%C6%B0%E1%BB%9Bng_TP._H%E1%BB%93_Ch%C3%AD_Minh_-_street_food_in_Ho_Chi_Minh_City%2C_Vietnam.jpg
Da Lat,Food 2 Photo File,,images/food/nem-nuong.webp
Da Lat,Food 2 Photo Credit,,https://commons.wikimedia.org/wiki/File:Nem_n%C6%B0%E1%BB%9Bng.jpg
Da Lat,Food 3 Photo File,,images/food/banh-mi-xiu-mai.webp
Da Lat,Food 3 Photo Credit,,https://commons.wikimedia.org/wiki/File:B%C3%A1nh_m%C3%AC_th%E1%BB%8Bt_n%C6%B0%E1%BB%9Bng.png
Da Lat,Food 4 Photo File,,images/food/lau-ga-la-e.webp
